no,Age,Gender,Nationality,Mothertounge,Languages,Education,English,languageknowledge,concept,collapsedconcept,Pair,player,condition1,condition2,trial,winner,te,na,tenasum,so,bu,sobusum
19,20,Female,Italian,Italian,4,"High School (studentereksamen, jedwede Hochschulreife, Bachillerato)",5,3,syntax,nonpoliteness,19,1,competitive,functional,9,no,0,0,0,1,0,1
19,20,Female,Italian,Italian,4,"High School (studentereksamen, jedwede Hochschulreife, Bachillerato)",5,3,syntax,nonpoliteness,19,1,competitive,functional,10,no,1,1,2,0,0,0
19,20,Female,Italian,Italian,4,"High School (studentereksamen, jedwede Hochschulreife, Bachillerato)",5,3,syntax,nonpoliteness,19,1,competitive,functional,11,no,1,1,2,0,0,0
19,20,Female,Italian,Italian,4,"High School (studentereksamen, jedwede Hochschulreife, Bachillerato)",5,3,syntax,nonpoliteness,19,1,competitive,functional,12,no,1,0,1,0,0,0
19,20,Female,Italian,Italian,4,"High School (studentereksamen, jedwede Hochschulreife, Bachillerato)",5,3,syntax,nonpoliteness,19,1,competitive,functional,13,no,1,1,2,0,0,0
19,20,Female,Italian,Italian,4,"High School (studentereksamen, jedwede Hochschulreife, Bachillerato)",5,3,syntax,nonpoliteness,19,1,competitive,functional,14,no,1,1,2,1,1,2
19,20,Female,Italian,Italian,4,"High School (studentereksamen, jedwede Hochschulreife, Bachillerato)",5,3,syntax,nonpoliteness,19,1,competitive,functional,15,no,0,1,1,0,1,1
19,20,Female,Italian,Italian,4,"High School (studentereksamen, jedwede Hochschulreife, Bachillerato)",5,3,syntax,nonpoliteness,19,1,competitive,functional,16,yes,1,1,2,0,0,0
19,20,Female,Italian,Italian,4,"High School (studentereksamen, jedwede Hochschulreife, Bachillerato)",5,3,syntax,nonpoliteness,19,1,competitive,functional,17,no,0,0,0,0,1,1
19,20,Female,Italian,Italian,4,"High School (studentereksamen, jedwede Hochschulreife, Bachillerato)",5,3,syntax,nonpoliteness,19,1,competitive,functional,18,yes,0,1,1,0,0,0
19,20,Female,Italian,Italian,4,"High School (studentereksamen, jedwede Hochschulreife, Bachillerato)",5,3,syntax,nonpoliteness,19,1,competitive,functional,19,yes,1,1,2,1,0,1
19,20,Female,Italian,Italian,4,"High School (studentereksamen, jedwede Hochschulreife, Bachillerato)",5,3,syntax,nonpoliteness,19,1,competitive,functional,20,no,0,1,1,0,0,0
20,26,Female,Greek,Greek,4,Bachelor,6,7,amplifier,nonpoliteness,20,1,non-competitive,functional,1,no,0,0,0,0,0,0
20,26,Female,Greek,Greek,4,Bachelor,6,7,amplifier,nonpoliteness,20,1,non-competitive,functional,2,no,0,0,0,0,0,0
20,26,Female,Greek,Greek,4,Bachelor,6,7,amplifier,nonpoliteness,20,1,non-competitive,functional,3,no,0,1,1,0,1,1
20,26,Female,Greek,Greek,4,Bachelor,6,7,amplifier,nonpoliteness,20,1,non-competitive,functional,4,no,2,0,2,0,0,0
20,26,Female,Greek,Greek,4,Bachelor,6,7,amplifier,nonpoliteness,20,1,non-competitive,functional,5,no,2,0,2,0,0,0
20,26,Female,Greek,Greek,4,Bachelor,6,7,amplifier,nonpoliteness,20,1,non-competitive,functional,6,no,1,0,1,0,1,1
20,26,Female,Greek,Greek,4,Bachelor,6,7,amplifier,nonpoliteness,20,1,non-competitive,functional,7,no,2,0,2,0,0,0
20,26,Female,Greek,Greek,4,Bachelor,6,7,amplifier,nonpoliteness,20,1,non-competitive,functional,8,no,2,0,2,0,0,0
20,26,Female,Greek,Greek,4,Bachelor,6,7,amplifier,nonpoliteness,20,1,non-competitive,functional,9,no,0,0,0,2,0,2
20,26,Female,Greek,Greek,4,Bachelor,6,7,amplifier,nonpoliteness,20,1,non-competitive,functional,10,no,2,0,2,0,0,0
20,26,Female,Greek,Greek,4,Bachelor,6,7,amplifier,nonpoliteness,20,1,non-competitive,functional,11,no,0,1,1,0,1,1
20,26,Female,Greek,Greek,4,Bachelor,6,7,amplifier,nonpoliteness,20,1,non-competitive,functional,12,no,0,1,1,0,1,1
20,26,Female,Greek,Greek,4,Bachelor,6,7,amplifier,nonpoliteness,20,1,non-competitive,functional,13,no,2,0,2,0,0,0
20,26,Female,Greek,Greek,4,Bachelor,6,7,amplifier,nonpoliteness,20,1,non-competitive,functional,14,no,2,0,2,0,0,0
20,26,Female,Greek,Greek,4,Bachelor,6,7,amplifier,nonpoliteness,20,1,non-competitive,functional,15,no,2,0,2,0,0,0
20,26,Female,Greek,Greek,4,Bachelor,6,7,amplifier,nonpoliteness,20,1,non-competitive,functional,16,no,2,0,2,0,0,0
20,26,Female,Greek,Greek,4,Bachelor,6,7,amplifier,nonpoliteness,20,1,non-competitive,functional,17,no,0,1,1,0,1,1
20,26,Female,Greek,Greek,4,Bachelor,6,7,amplifier,nonpoliteness,20,1,non-competitive,functional,18,no,0,1,1,1,0,1
20,26,Female,Greek,Greek,4,Bachelor,6,7,amplifier,nonpoliteness,20,1,non-competitive,functional,19,no,0,0,0,0,2,2
20,26,Female,Greek,Greek,4,Bachelor,6,7,amplifier,nonpoliteness,20,1,non-competitive,functional,20,no,2,0,2,0,0,0
21,22,Female,Spanish,Basque,4,Bachelor,6,5,amplifier,nonpoliteness,21,1,competitive,nonfunctional,1,no,0,0,0,0,0,0
21,22,Female,Spanish,Basque,4,Bachelor,6,5,amplifier,nonpoliteness,21,1,competitive,nonfunctional,2,no,0,0,0,0,0,0
21,22,Female,Spanish,Basque,4,Bachelor,6,5,amplifier,nonpoliteness,21,1,competitive,nonfunctional,3,no,0,0,0,0,0,0
21,22,Female,Spanish,Basque,4,Bachelor,6,5,amplifier,nonpoliteness,21,1,competitive,nonfunctional,4,yes,1,1,2,0,0,0
21,22,Female,Spanish,Basque,4,Bachelor,6,5,amplifier,nonpoliteness,21,1,competitive,nonfunctional,5,yes,0,0,0,1,0,1
21,22,Female,Spanish,Basque,4,Bachelor,6,5,amplifier,nonpoliteness,21,1,competitive,nonfunctional,6,no,1,1,2,0,0,0
21,22,Female,Spanish,Basque,4,Bachelor,6,5,amplifier,nonpoliteness,21,1,competitive,nonfunctional,7,no,1,0,1,0,0,0
21,22,Female,Spanish,Basque,4,Bachelor,6,5,amplifier,nonpoliteness,21,1,competitive,nonfunctional,8,no,0,0,0,1,0,1
21,22,Female,Spanish,Basque,4,Bachelor,6,5,amplifier,nonpoliteness,21,1,competitive,nonfunctional,9,no,2,0,2,0,0,0
21,22,Female,Spanish,Basque,4,Bachelor,6,5,amplifier,nonpoliteness,21,1,competitive,nonfunctional,10,no,1,1,2,0,0,0
21,22,Female,Spanish,Basque,4,Bachelor,6,5,amplifier,nonpoliteness,21,1,competitive,nonfunctional,11,no,0,0,0,1,0,1
21,22,Female,Spanish,Basque,4,Bachelor,6,5,amplifier,nonpoliteness,21,1,competitive,nonfunctional,12,no,0,1,1,0,0,0
21,22,Female,Spanish,Basque,4,Bachelor,6,5,amplifier,nonpoliteness,21,1,competitive,nonfunctional,13,no,0,1,1,0,0,0
21,22,Female,Spanish,Basque,4,Bachelor,6,5,amplifier,nonpoliteness,21,1,competitive,nonfunctional,14,no,0,0,0,0,0,0
21,22,Female,Spanish,Basque,4,Bachelor,6,5,amplifier,nonpoliteness,21,1,competitive,nonfunctional,15,no,0,0,0,0,0,0
21,22,Female,Spanish,Basque,4,Bachelor,6,5,amplifier,nonpoliteness,21,1,competitive,nonfunctional,16,no,1,1,2,0,0,0
21,22,Female,Spanish,Basque,4,Bachelor,6,5,amplifier,nonpoliteness,21,1,competitive,nonfunctional,17,yes,0,0,0,0,1,1
21,22,Female,Spanish,Basque,4,Bachelor,6,5,amplifier,nonpoliteness,21,1,competitive,nonfunctional,18,no,0,0,0,0,1,1
21,22,Female,Spanish,Basque,4,Bachelor,6,5,amplifier,nonpoliteness,21,1,competitive,nonfunctional,19,yes,0,0,0,0,0,0
21,22,Female,Spanish,Basque,4,Bachelor,6,5,amplifier,nonpoliteness,21,1,competitive,nonfunctional,20,no,0,0,0,0,0,0
22,25,Male,Australian,English,2,Bachelor,7,2,none,nonpoliteness,22,1,non-competitive,nonfunctional,1,no,0,0,0,0,0,0
22,25,Male,Australian,English,2,Bachelor,7,2,none,nonpoliteness,22,1,non-competitive,nonfunctional,2,no,0,0,0,0,0,0
22,25,Male,Australian,English,2,Bachelor,7,2,none,nonpoliteness,22,1,non-competitive,nonfunctional,3,no,0,0,0,0,0,0
22,25,Male,Australian,English,2,Bachelor,7,2,none,nonpoliteness,22,1,non-competitive,nonfunctional,4,no,0,0,0,0,0,0
22,25,Male,Australian,English,2,Bachelor,7,2,none,nonpoliteness,22,1,non-competitive,nonfunctional,5,no,0,0,0,0,0,0
22,25,Male,Australian,English,2,Bachelor,7,2,none,nonpoliteness,22,1,non-competitive,nonfunctional,6,no,0,0,0,0,0,0
22,25,Male,Australian,English,2,Bachelor,7,2,none,nonpoliteness,22,1,non-competitive,nonfunctional,7,no,0,0,0,0,0,0
22,25,Male,Australian,English,2,Bachelor,7,2,none,nonpoliteness,22,1,non-competitive,nonfunctional,8,no,0,0,0,0,0,0
22,25,Male,Australian,English,2,Bachelor,7,2,none,nonpoliteness,22,1,non-competitive,nonfunctional,9,no,0,0,0,0,0,0
22,25,Male,Australian,English,2,Bachelor,7,2,none,nonpoliteness,22,1,non-competitive,nonfunctional,10,no,0,0,0,0,0,0
22,25,Male,Australian,English,2,Bachelor,7,2,none,nonpoliteness,22,1,non-competitive,nonfunctional,11,no,0,0,0,0,0,0
22,25,Male,Australian,English,2,Bachelor,7,2,none,nonpoliteness,22,1,non-competitive,nonfunctional,12,no,0,0,0,0,0,0
22,25,Male,Australian,English,2,Bachelor,7,2,none,nonpoliteness,22,1,non-competitive,nonfunctional,13,no,0,0,0,0,0,0
22,25,Male,Australian,English,2,Bachelor,7,2,none,nonpoliteness,22,1,non-competitive,nonfunctional,14,no,0,0,0,0,1,1
22,25,Male,Australian,English,2,Bachelor,7,2,none,nonpoliteness,22,1,non-competitive,nonfunctional,15,no,0,0,0,0,0,0
22,25,Male,Australian,English,2,Bachelor,7,2,none,nonpoliteness,22,1,non-competitive,nonfunctional,16,no,0,0,0,0,0,0
22,25,Male,Australian,English,2,Bachelor,7,2,none,nonpoliteness,22,1,non-competitive,nonfunctional,17,no,0,0,0,0,0,0
22,25,Male,Australian,English,2,Bachelor,7,2,none,nonpoliteness,22,1,non-competitive,nonfunctional,18,no,0,0,0,0,0,0
22,25,Male,Australian,English,2,Bachelor,7,2,none,nonpoliteness,22,1,non-competitive,nonfunctional,19,no,0,0,0,0,0,0
22,25,Male,Australian,English,2,Bachelor,7,2,none,nonpoliteness,22,1,non-competitive,nonfunctional,20,no,0,0,0,0,0,0
23,26,Female,Polish,Polish,4,Master,7,4,number,nonpoliteness,23,1,competitive,nonfunctional,2,yes,0,0,0,0,0,0
23,26,Female,Polish,Polish,4,Master,7,4,number,nonpoliteness,23,1,competitive,nonfunctional,3,no,0,0,0,0,1,1
23,26,Female,Polish,Polish,4,Master,7,4,number,nonpoliteness,23,1,competitive,nonfunctional,4,no,0,0,0,0,1,1
23,26,Female,Polish,Polish,4,Master,7,4,number,nonpoliteness,23,1,competitive,nonfunctional,5,no,0,0,0,0,1,1
23,26,Female,Polish,Polish,4,Master,7,4,number,nonpoliteness,23,1,competitive,nonfunctional,6,no,1,0,1,0,1,1
23,26,Female,Polish,Polish,4,Master,7,4,number,nonpoliteness,23,1,competitive,nonfunctional,7,no,0,0,0,1,1,2
23,26,Female,Polish,Polish,4,Master,7,4,number,nonpoliteness,23,1,competitive,nonfunctional,8,no,0,1,1,0,1,1
23,26,Female,Polish,Polish,4,Master,7,4,number,nonpoliteness,23,1,competitive,nonfunctional,9,no,0,1,1,0,1,1
23,26,Female,Polish,Polish,4,Master,7,4,number,nonpoliteness,23,1,competitive,nonfunctional,10,no,0,1,1,0,0,0
23,26,Female,Polish,Polish,4,Master,7,4,number,nonpoliteness,23,1,competitive,nonfunctional,11,yes,0,3,3,0,0,0
23,26,Female,Polish,Polish,4,Master,7,4,number,nonpoliteness,23,1,competitive,nonfunctional,12,no,0,3,3,1,1,2
23,26,Female,Polish,Polish,4,Master,7,4,number,nonpoliteness,23,1,competitive,nonfunctional,13,no,2,4,6,1,1,2
23,26,Female,Polish,Polish,4,Master,7,4,number,nonpoliteness,23,1,competitive,nonfunctional,14,no,1,1,2,0,0,0
23,26,Female,Polish,Polish,4,Master,7,4,number,nonpoliteness,23,1,competitive,nonfunctional,15,no,1,6,7,0,0,0
23,26,Female,Polish,Polish,4,Master,7,4,number,nonpoliteness,23,1,competitive,nonfunctional,16,yes,0,2,2,0,0,0
23,26,Female,Polish,Polish,4,Master,7,4,number,nonpoliteness,23,1,competitive,nonfunctional,17,yes,0,5,5,0,1,1
23,26,Female,Polish,Polish,4,Master,7,4,number,nonpoliteness,23,1,competitive,nonfunctional,18,no,1,1,2,0,0,0
23,26,Female,Polish,Polish,4,Master,7,4,number,nonpoliteness,23,1,competitive,nonfunctional,19,no,1,1,2,0,0,0
23,26,Female,Polish,Polish,4,Master,7,4,number,nonpoliteness,23,1,competitive,nonfunctional,20,yes,0,1,1,0,0,0
24,22,Female,Hungary,Hungarian,4,Bachelor,4,4,pronoun,nonpoliteness,24,1,non-competitive,nonfunctional,1,no,0,0,0,0,0,0
24,22,Female,Hungary,Hungarian,4,Bachelor,4,4,pronoun,nonpoliteness,24,1,non-competitive,nonfunctional,2,no,0,0,0,0,0,0
24,22,Female,Hungary,Hungarian,4,Bachelor,4,4,pronoun,nonpoliteness,24,1,non-competitive,nonfunctional,3,no,0,0,0,0,0,0
24,22,Female,Hungary,Hungarian,4,Bachelor,4,4,pronoun,nonpoliteness,24,1,non-competitive,nonfunctional,4,no,0,0,0,0,0,0
24,22,Female,Hungary,Hungarian,4,Bachelor,4,4,pronoun,nonpoliteness,24,1,non-competitive,nonfunctional,5,no,0,0,0,0,0,0
24,22,Female,Hungary,Hungarian,4,Bachelor,4,4,pronoun,nonpoliteness,24,1,non-competitive,nonfunctional,6,no,0,0,0,0,0,0
24,22,Female,Hungary,Hungarian,4,Bachelor,4,4,pronoun,nonpoliteness,24,1,non-competitive,nonfunctional,7,no,0,0,0,0,0,0
24,22,Female,Hungary,Hungarian,4,Bachelor,4,4,pronoun,nonpoliteness,24,1,non-competitive,nonfunctional,8,no,0,0,0,0,0,0
24,22,Female,Hungary,Hungarian,4,Bachelor,4,4,pronoun,nonpoliteness,24,1,non-competitive,nonfunctional,9,no,0,0,0,0,0,0
24,22,Female,Hungary,Hungarian,4,Bachelor,4,4,pronoun,nonpoliteness,24,1,non-competitive,nonfunctional,10,no,0,0,0,0,0,0
24,22,Female,Hungary,Hungarian,4,Bachelor,4,4,pronoun,nonpoliteness,24,1,non-competitive,nonfunctional,11,no,0,0,0,0,0,0
24,22,Female,Hungary,Hungarian,4,Bachelor,4,4,pronoun,nonpoliteness,24,1,non-competitive,nonfunctional,12,no,0,0,0,0,0,0
24,22,Female,Hungary,Hungarian,4,Bachelor,4,4,pronoun,nonpoliteness,24,1,non-competitive,nonfunctional,13,no,0,0,0,0,0,0
24,22,Female,Hungary,Hungarian,4,Bachelor,4,4,pronoun,nonpoliteness,24,1,non-competitive,nonfunctional,14,no,0,0,0,0,0,0
24,22,Female,Hungary,Hungarian,4,Bachelor,4,4,pronoun,nonpoliteness,24,1,non-competitive,nonfunctional,15,no,0,0,0,0,0,0
24,22,Female,Hungary,Hungarian,4,Bachelor,4,4,pronoun,nonpoliteness,24,1,non-competitive,nonfunctional,16,no,0,0,0,0,0,0
24,22,Female,Hungary,Hungarian,4,Bachelor,4,4,pronoun,nonpoliteness,24,1,non-competitive,nonfunctional,17,no,0,0,0,0,0,0
24,22,Female,Hungary,Hungarian,4,Bachelor,4,4,pronoun,nonpoliteness,24,1,non-competitive,nonfunctional,18,no,0,0,0,0,0,0
24,22,Female,Hungary,Hungarian,4,Bachelor,4,4,pronoun,nonpoliteness,24,1,non-competitive,nonfunctional,19,no,0,0,0,0,0,0
24,22,Female,Hungary,Hungarian,4,Bachelor,4,4,pronoun,nonpoliteness,24,1,non-competitive,nonfunctional,20,no,0,0,0,0,0,0
25,25,Male,Brazilian,Portuguese,7,Bachelor,4,3,adverb,nonpoliteness,25,1,competitive,functional,1,no,0,0,0,0,0,0
25,25,Male,Brazilian,Portuguese,7,Bachelor,4,3,adverb,nonpoliteness,25,1,competitive,functional,2,no,1,0,1,0,1,1
25,25,Male,Brazilian,Portuguese,7,Bachelor,4,3,adverb,nonpoliteness,25,1,competitive,functional,3,no,0,1,1,0,0,0
25,25,Male,Brazilian,Portuguese,7,Bachelor,4,3,adverb,nonpoliteness,25,1,competitive,functional,4,no,0,0,0,0,1,1
25,25,Male,Brazilian,Portuguese,7,Bachelor,4,3,adverb,nonpoliteness,25,1,competitive,functional,5,yes,1,1,2,0,0,0
25,25,Male,Brazilian,Portuguese,7,Bachelor,4,3,adverb,nonpoliteness,25,1,competitive,functional,6,no,0,0,0,0,0,0
25,25,Male,Brazilian,Portuguese,7,Bachelor,4,3,adverb,nonpoliteness,25,1,competitive,functional,7,no,0,0,0,0,0,0
25,25,Male,Brazilian,Portuguese,7,Bachelor,4,3,adverb,nonpoliteness,25,1,competitive,functional,8,no,0,0,0,0,0,0
25,25,Male,Brazilian,Portuguese,7,Bachelor,4,3,adverb,nonpoliteness,25,1,competitive,functional,9,no,0,0,0,1,0,1
25,25,Male,Brazilian,Portuguese,7,Bachelor,4,3,adverb,nonpoliteness,25,1,competitive,functional,10,no,0,0,0,0,0,0
25,25,Male,Brazilian,Portuguese,7,Bachelor,4,3,adverb,nonpoliteness,25,1,competitive,functional,11,no,0,0,0,0,0,0
25,25,Male,Brazilian,Portuguese,7,Bachelor,4,3,adverb,nonpoliteness,25,1,competitive,functional,12,no,0,1,1,0,0,0
25,25,Male,Brazilian,Portuguese,7,Bachelor,4,3,adverb,nonpoliteness,25,1,competitive,functional,13,no,0,0,0,1,0,1
25,25,Male,Brazilian,Portuguese,7,Bachelor,4,3,adverb,nonpoliteness,25,1,competitive,functional,14,no,0,1,1,0,0,0
25,25,Male,Brazilian,Portuguese,7,Bachelor,4,3,adverb,nonpoliteness,25,1,competitive,functional,15,no,1,1,2,0,0,0
25,25,Male,Brazilian,Portuguese,7,Bachelor,4,3,adverb,nonpoliteness,25,1,competitive,functional,16,no,1,0,1,0,1,1
25,25,Male,Brazilian,Portuguese,7,Bachelor,4,3,adverb,nonpoliteness,25,1,competitive,functional,17,yes,1,1,2,0,0,0
25,25,Male,Brazilian,Portuguese,7,Bachelor,4,3,adverb,nonpoliteness,25,1,competitive,functional,18,no,1,1,2,0,0,0
25,25,Male,Brazilian,Portuguese,7,Bachelor,4,3,adverb,nonpoliteness,25,1,competitive,functional,19,yes,1,1,2,0,0,0
25,25,Male,Brazilian,Portuguese,7,Bachelor,4,3,adverb,nonpoliteness,25,1,competitive,functional,20,no,1,1,2,0,0,0
26,20,Male,Danish,Danish,5,"High School (studentereksamen, jedwede Hochschulreife, Bachillerato)",6,4,pronoun,nonpoliteness,26,1,non-competitive,nonfunctional,1,no,0,0,0,0,0,0
26,20,Male,Danish,Danish,5,"High School (studentereksamen, jedwede Hochschulreife, Bachillerato)",6,4,pronoun,nonpoliteness,26,1,non-competitive,nonfunctional,2,no,0,0,0,0,0,0
26,20,Male,Danish,Danish,5,"High School (studentereksamen, jedwede Hochschulreife, Bachillerato)",6,4,pronoun,nonpoliteness,26,1,non-competitive,nonfunctional,3,no,0,0,0,0,0,0
26,20,Male,Danish,Danish,5,"High School (studentereksamen, jedwede Hochschulreife, Bachillerato)",6,4,pronoun,nonpoliteness,26,1,non-competitive,nonfunctional,4,no,0,0,0,0,0,0
26,20,Male,Danish,Danish,5,"High School (studentereksamen, jedwede Hochschulreife, Bachillerato)",6,4,pronoun,nonpoliteness,26,1,non-competitive,nonfunctional,5,no,0,0,0,0,0,0
26,20,Male,Danish,Danish,5,"High School (studentereksamen, jedwede Hochschulreife, Bachillerato)",6,4,pronoun,nonpoliteness,26,1,non-competitive,nonfunctional,6,no,0,0,0,0,0,0
26,20,Male,Danish,Danish,5,"High School (studentereksamen, jedwede Hochschulreife, Bachillerato)",6,4,pronoun,nonpoliteness,26,1,non-competitive,nonfunctional,7,no,0,0,0,0,0,0
26,20,Male,Danish,Danish,5,"High School (studentereksamen, jedwede Hochschulreife, Bachillerato)",6,4,pronoun,nonpoliteness,26,1,non-competitive,nonfunctional,8,no,0,0,0,0,0,0
26,20,Male,Danish,Danish,5,"High School (studentereksamen, jedwede Hochschulreife, Bachillerato)",6,4,pronoun,nonpoliteness,26,1,non-competitive,nonfunctional,9,no,0,0,0,0,0,0
26,20,Male,Danish,Danish,5,"High School (studentereksamen, jedwede Hochschulreife, Bachillerato)",6,4,pronoun,nonpoliteness,26,1,non-competitive,nonfunctional,10,no,0,0,0,0,0,0
26,20,Male,Danish,Danish,5,"High School (studentereksamen, jedwede Hochschulreife, Bachillerato)",6,4,pronoun,nonpoliteness,26,1,non-competitive,nonfunctional,11,no,0,0,0,0,0,0
26,20,Male,Danish,Danish,5,"High School (studentereksamen, jedwede Hochschulreife, Bachillerato)",6,4,pronoun,nonpoliteness,26,1,non-competitive,nonfunctional,12,no,0,0,0,0,0,0
26,20,Male,Danish,Danish,5,"High School (studentereksamen, jedwede Hochschulreife, Bachillerato)",6,4,pronoun,nonpoliteness,26,1,non-competitive,nonfunctional,13,no,0,0,0,0,0,0
26,20,Male,Danish,Danish,5,"High School (studentereksamen, jedwede Hochschulreife, Bachillerato)",6,4,pronoun,nonpoliteness,26,1,non-competitive,nonfunctional,14,no,0,0,0,0,0,0
26,20,Male,Danish,Danish,5,"High School (studentereksamen, jedwede Hochschulreife, Bachillerato)",6,4,pronoun,nonpoliteness,26,1,non-competitive,nonfunctional,15,no,0,0,0,0,0,0
26,20,Male,Danish,Danish,5,"High School (studentereksamen, jedwede Hochschulreife, Bachillerato)",6,4,pronoun,nonpoliteness,26,1,non-competitive,nonfunctional,16,no,0,0,0,0,0,0
26,20,Male,Danish,Danish,5,"High School (studentereksamen, jedwede Hochschulreife, Bachillerato)",6,4,pronoun,nonpoliteness,26,1,non-competitive,nonfunctional,17,no,0,0,0,0,0,0
26,20,Male,Danish,Danish,5,"High School (studentereksamen, jedwede Hochschulreife, Bachillerato)",6,4,pronoun,nonpoliteness,26,1,non-competitive,nonfunctional,18,no,0,0,0,0,0,0
26,20,Male,Danish,Danish,5,"High School (studentereksamen, jedwede Hochschulreife, Bachillerato)",6,4,pronoun,nonpoliteness,26,1,non-competitive,nonfunctional,19,no,0,0,0,0,0,0
26,20,Male,Danish,Danish,5,"High School (studentereksamen, jedwede Hochschulreife, Bachillerato)",6,4,pronoun,nonpoliteness,26,1,non-competitive,nonfunctional,20,no,0,0,0,0,0,0
27,24,Male,polish,Polish,5,Bachelor,6,4,politeness,politeness,27,1,non-competitive,functional,1,no,0,0,0,0,0,0
27,24,Male,polish,Polish,5,Bachelor,6,4,politeness,politeness,27,1,non-competitive,functional,2,no,0,0,0,0,0,0
27,24,Male,polish,Polish,5,Bachelor,6,4,politeness,politeness,27,1,non-competitive,functional,3,no,0,1,1,1,0,1
27,24,Male,polish,Polish,5,Bachelor,6,4,politeness,politeness,27,1,non-competitive,functional,4,no,0,2,2,0,0,0
27,24,Male,polish,Polish,5,Bachelor,6,4,politeness,politeness,27,1,non-competitive,functional,5,no,0,0,0,0,0,0
27,24,Male,polish,Polish,5,Bachelor,6,4,politeness,politeness,27,1,non-competitive,functional,6,no,0,1,1,0,1,1
27,24,Male,polish,Polish,5,Bachelor,6,4,politeness,politeness,27,1,non-competitive,functional,7,no,0,0,0,1,0,1
27,24,Male,polish,Polish,5,Bachelor,6,4,politeness,politeness,27,1,non-competitive,functional,8,no,0,1,1,0,2,2
27,24,Male,polish,Polish,5,Bachelor,6,4,politeness,politeness,27,1,non-competitive,functional,9,no,1,0,1,0,1,1
27,24,Male,polish,Polish,5,Bachelor,6,4,politeness,politeness,27,1,non-competitive,functional,10,no,0,1,1,0,1,1
27,24,Male,polish,Polish,5,Bachelor,6,4,politeness,politeness,27,1,non-competitive,functional,11,no,0,0,0,1,1,2
27,24,Male,polish,Polish,5,Bachelor,6,4,politeness,politeness,27,1,non-competitive,functional,12,no,1,0,1,0,1,1
27,24,Male,polish,Polish,5,Bachelor,6,4,politeness,politeness,27,1,non-competitive,functional,13,no,0,1,1,0,1,1
27,24,Male,polish,Polish,5,Bachelor,6,4,politeness,politeness,27,1,non-competitive,functional,14,no,0,0,0,1,0,1
27,24,Male,polish,Polish,5,Bachelor,6,4,politeness,politeness,27,1,non-competitive,functional,15,no,1,0,1,0,1,1
27,24,Male,polish,Polish,5,Bachelor,6,4,politeness,politeness,27,1,non-competitive,functional,16,no,1,0,1,0,0,0
27,24,Male,polish,Polish,5,Bachelor,6,4,politeness,politeness,27,1,non-competitive,functional,17,no,1,0,1,0,1,1
27,24,Male,polish,Polish,5,Bachelor,6,4,politeness,politeness,27,1,non-competitive,functional,18,no,1,0,1,0,0,0
27,24,Male,polish,Polish,5,Bachelor,6,4,politeness,politeness,27,1,non-competitive,functional,19,no,1,0,1,0,1,1
27,24,Male,polish,Polish,5,Bachelor,6,4,politeness,politeness,27,1,non-competitive,functional,20,no,1,1,2,0,0,0
28,30,Male,Danish,Danish,4,Bachelor,6,4,amplifier,nonpoliteness,28,1,non-competitive,nonfunctional,1,no,0,0,0,0,0,0
28,30,Male,Danish,Danish,4,Bachelor,6,4,amplifier,nonpoliteness,28,1,non-competitive,nonfunctional,2,no,0,0,0,0,0,0
28,30,Male,Danish,Danish,4,Bachelor,6,4,amplifier,nonpoliteness,28,1,non-competitive,nonfunctional,3,no,0,0,0,0,0,0
28,30,Male,Danish,Danish,4,Bachelor,6,4,amplifier,nonpoliteness,28,1,non-competitive,nonfunctional,4,no,0,0,0,0,0,0
28,30,Male,Danish,Danish,4,Bachelor,6,4,amplifier,nonpoliteness,28,1,non-competitive,nonfunctional,5,no,0,0,0,0,0,0
28,30,Male,Danish,Danish,4,Bachelor,6,4,amplifier,nonpoliteness,28,1,non-competitive,nonfunctional,6,no,0,0,0,0,0,0
28,30,Male,Danish,Danish,4,Bachelor,6,4,amplifier,nonpoliteness,28,1,non-competitive,nonfunctional,7,no,0,0,0,0,0,0
28,30,Male,Danish,Danish,4,Bachelor,6,4,amplifier,nonpoliteness,28,1,non-competitive,nonfunctional,8,no,0,0,0,0,0,0
28,30,Male,Danish,Danish,4,Bachelor,6,4,amplifier,nonpoliteness,28,1,non-competitive,nonfunctional,9,no,0,0,0,0,0,0
28,30,Male,Danish,Danish,4,Bachelor,6,4,amplifier,nonpoliteness,28,1,non-competitive,nonfunctional,10,no,0,0,0,0,0,0
28,30,Male,Danish,Danish,4,Bachelor,6,4,amplifier,nonpoliteness,28,1,non-competitive,nonfunctional,11,no,0,0,0,1,0,1
28,30,Male,Danish,Danish,4,Bachelor,6,4,amplifier,nonpoliteness,28,1,non-competitive,nonfunctional,12,no,0,0,0,0,0,0
28,30,Male,Danish,Danish,4,Bachelor,6,4,amplifier,nonpoliteness,28,1,non-competitive,nonfunctional,13,no,0,0,0,0,0,0
28,30,Male,Danish,Danish,4,Bachelor,6,4,amplifier,nonpoliteness,28,1,non-competitive,nonfunctional,14,no,0,0,0,0,0,0
28,30,Male,Danish,Danish,4,Bachelor,6,4,amplifier,nonpoliteness,28,1,non-competitive,nonfunctional,15,no,0,0,0,0,0,0
28,30,Male,Danish,Danish,4,Bachelor,6,4,amplifier,nonpoliteness,28,1,non-competitive,nonfunctional,16,no,0,0,0,0,0,0
28,30,Male,Danish,Danish,4,Bachelor,6,4,amplifier,nonpoliteness,28,1,non-competitive,nonfunctional,17,no,0,0,0,0,0,0
