no,Age,Gender,Nationality,Mothertounge,Languages,Education,English,languageknowledge,concept,collapsedconcept,Pair,player,condition1,condition2,trial,winner,te,na,tenasum,so,bu,sobusum
37,26,Male,Danish,Danish,4,Bachelor,6,1,politeness,politeness,1,2,competitive,functional,18,no,0,0,0,0,0,0
37,26,Male,Danish,Danish,4,Bachelor,6,1,politeness,politeness,1,2,competitive,functional,19,no,0,0,0,0,0,0
37,26,Male,Danish,Danish,4,Bachelor,6,1,politeness,politeness,1,2,competitive,functional,20,no,0,0,0,0,0,0
38,29,Male,Australian,English,3,Master,7,1,politeness,politeness,2,2,competitive,functional,1,no,0,0,0,0,0,0
38,29,Male,Australian,English,3,Master,7,1,politeness,politeness,2,2,competitive,functional,2,yes,1,0,1,0,0,0
38,29,Male,Australian,English,3,Master,7,1,politeness,politeness,2,2,competitive,functional,3,no,1,0,1,0,0,0
38,29,Male,Australian,English,3,Master,7,1,politeness,politeness,2,2,competitive,functional,4,yes,1,0,1,0,0,0
38,29,Male,Australian,English,3,Master,7,1,politeness,politeness,2,2,competitive,functional,5,no,0,0,0,0,0,0
38,29,Male,Australian,English,3,Master,7,1,politeness,politeness,2,2,competitive,functional,6,no,0,0,0,0,0,0
38,29,Male,Australian,English,3,Master,7,1,politeness,politeness,2,2,competitive,functional,7,no,1,0,1,0,1,1
38,29,Male,Australian,English,3,Master,7,1,politeness,politeness,2,2,competitive,functional,8,no,1,0,1,0,1,1
38,29,Male,Australian,English,3,Master,7,1,politeness,politeness,2,2,competitive,functional,9,no,0,0,0,0,0,0
38,29,Male,Australian,English,3,Master,7,1,politeness,politeness,2,2,competitive,functional,10,no,1,0,1,0,1,1
38,29,Male,Australian,English,3,Master,7,1,politeness,politeness,2,2,competitive,functional,11,yes,1,0,1,0,1,1
38,29,Male,Australian,English,3,Master,7,1,politeness,politeness,2,2,competitive,functional,12,no,1,0,1,0,1,1
38,29,Male,Australian,English,3,Master,7,1,politeness,politeness,2,2,competitive,functional,13,yes,1,0,1,0,0,0
38,29,Male,Australian,English,3,Master,7,1,politeness,politeness,2,2,competitive,functional,14,no,0,0,0,0,1,1
38,29,Male,Australian,English,3,Master,7,1,politeness,politeness,2,2,competitive,functional,15,no,1,0,1,0,0,0
38,29,Male,Australian,English,3,Master,7,1,politeness,politeness,2,2,competitive,functional,16,no,1,0,1,0,1,1
38,29,Male,Australian,English,3,Master,7,1,politeness,politeness,2,2,competitive,functional,17,no,1,0,1,0,1,1
38,29,Male,Australian,English,3,Master,7,1,politeness,politeness,2,2,competitive,functional,18,no,1,0,1,0,1,1
38,29,Male,Australian,English,3,Master,7,1,politeness,politeness,2,2,competitive,functional,19,yes,1,0,1,0,0,0
38,29,Male,Australian,English,3,Master,7,1,politeness,politeness,2,2,competitive,functional,20,no,1,0,1,0,0,0
39,25,Female,Greek,Greek,3,Bachelor,6,1,politeness,politeness,3,2,competitive,functional,3,yes,1,0,1,0,0,0
39,25,Female,Greek,Greek,3,Bachelor,6,1,politeness,politeness,3,2,competitive,functional,5,yes,1,0,1,0,0,0
39,25,Female,Greek,Greek,3,Bachelor,6,1,politeness,politeness,3,2,competitive,functional,7,no,0,0,0,0,0,0
39,25,Female,Greek,Greek,3,Bachelor,6,1,politeness,politeness,3,2,competitive,functional,8,no,0,0,0,0,1,1
39,25,Female,Greek,Greek,3,Bachelor,6,1,politeness,politeness,3,2,competitive,functional,9,no,0,0,0,1,0,1
39,25,Female,Greek,Greek,3,Bachelor,6,1,politeness,politeness,3,2,competitive,functional,11,yes,0,1,1,1,0,1
39,25,Female,Greek,Greek,3,Bachelor,6,1,politeness,politeness,3,2,competitive,functional,12,yes,1,0,1,0,0,0
39,25,Female,Greek,Greek,3,Bachelor,6,1,politeness,politeness,3,2,competitive,functional,13,no,0,0,0,1,0,1
39,25,Female,Greek,Greek,3,Bachelor,6,1,politeness,politeness,3,2,competitive,functional,14,no,1,0,1,0,0,0
39,25,Female,Greek,Greek,3,Bachelor,6,1,politeness,politeness,3,2,competitive,functional,15,no,0,0,0,1,0,1
39,25,Female,Greek,Greek,3,Bachelor,6,1,politeness,politeness,3,2,competitive,functional,16,no,0,1,1,1,0,1
39,25,Female,Greek,Greek,3,Bachelor,6,1,politeness,politeness,3,2,competitive,functional,17,no,0,1,1,0,0,0
39,25,Female,Greek,Greek,3,Bachelor,6,1,politeness,politeness,3,2,competitive,functional,18,no,0,1,1,1,0,1
39,25,Female,Greek,Greek,3,Bachelor,6,1,politeness,politeness,3,2,competitive,functional,19,no,0,1,1,1,0,1
39,25,Female,Greek,Greek,3,Bachelor,6,1,politeness,politeness,3,2,competitive,functional,20,no,0,0,0,0,0,0
40,21,Female,Canada,English,2,"High School (studentereksamen, jedwede Hochschulreife, Bachillerato)",7,2,amplifier,nonpoliteness,4,2,non-competitive,functional,1,no,0,0,0,0,0,0
40,21,Female,Canada,English,2,"High School (studentereksamen, jedwede Hochschulreife, Bachillerato)",7,2,amplifier,nonpoliteness,4,2,non-competitive,functional,2,no,0,0,0,0,0,0
40,21,Female,Canada,English,2,"High School (studentereksamen, jedwede Hochschulreife, Bachillerato)",7,2,amplifier,nonpoliteness,4,2,non-competitive,functional,3,no,0,0,0,0,0,0
40,21,Female,Canada,English,2,"High School (studentereksamen, jedwede Hochschulreife, Bachillerato)",7,2,amplifier,nonpoliteness,4,2,non-competitive,functional,4,no,0,0,0,0,0,0
40,21,Female,Canada,English,2,"High School (studentereksamen, jedwede Hochschulreife, Bachillerato)",7,2,amplifier,nonpoliteness,4,2,non-competitive,functional,5,yes,1,0,1,0,0,0
40,21,Female,Canada,English,2,"High School (studentereksamen, jedwede Hochschulreife, Bachillerato)",7,2,amplifier,nonpoliteness,4,2,non-competitive,functional,6,no,0,0,0,0,0,0
40,21,Female,Canada,English,2,"High School (studentereksamen, jedwede Hochschulreife, Bachillerato)",7,2,amplifier,nonpoliteness,4,2,non-competitive,functional,7,no,0,0,0,0,0,0
40,21,Female,Canada,English,2,"High School (studentereksamen, jedwede Hochschulreife, Bachillerato)",7,2,amplifier,nonpoliteness,4,2,non-competitive,functional,8,yes,1,0,1,0,0,0
40,21,Female,Canada,English,2,"High School (studentereksamen, jedwede Hochschulreife, Bachillerato)",7,2,amplifier,nonpoliteness,4,2,non-competitive,functional,9,yes,1,0,1,0,0,0
40,21,Female,Canada,English,2,"High School (studentereksamen, jedwede Hochschulreife, Bachillerato)",7,2,amplifier,nonpoliteness,4,2,non-competitive,functional,10,no,0,0,0,0,1,1
40,21,Female,Canada,English,2,"High School (studentereksamen, jedwede Hochschulreife, Bachillerato)",7,2,amplifier,nonpoliteness,4,2,non-competitive,functional,11,yes,1,0,1,0,1,1
40,21,Female,Canada,English,2,"High School (studentereksamen, jedwede Hochschulreife, Bachillerato)",7,2,amplifier,nonpoliteness,4,2,non-competitive,functional,12,no,0,0,0,1,1,2
40,21,Female,Canada,English,2,"High School (studentereksamen, jedwede Hochschulreife, Bachillerato)",7,2,amplifier,nonpoliteness,4,2,non-competitive,functional,13,yes,1,0,1,0,0,0
40,21,Female,Canada,English,2,"High School (studentereksamen, jedwede Hochschulreife, Bachillerato)",7,2,amplifier,nonpoliteness,4,2,non-competitive,functional,14,yes,1,0,1,1,0,1
40,21,Female,Canada,English,2,"High School (studentereksamen, jedwede Hochschulreife, Bachillerato)",7,2,amplifier,nonpoliteness,4,2,non-competitive,functional,15,no,0,0,0,0,2,2
40,21,Female,Canada,English,2,"High School (studentereksamen, jedwede Hochschulreife, Bachillerato)",7,2,amplifier,nonpoliteness,4,2,non-competitive,functional,16,no,0,0,0,1,1,2
40,21,Female,Canada,English,2,"High School (studentereksamen, jedwede Hochschulreife, Bachillerato)",7,2,amplifier,nonpoliteness,4,2,non-competitive,functional,17,no,0,0,0,2,0,2
40,21,Female,Canada,English,2,"High School (studentereksamen, jedwede Hochschulreife, Bachillerato)",7,2,amplifier,nonpoliteness,4,2,non-competitive,functional,18,no,1,0,1,1,0,1
40,21,Female,Canada,English,2,"High School (studentereksamen, jedwede Hochschulreife, Bachillerato)",7,2,amplifier,nonpoliteness,4,2,non-competitive,functional,19,yes,0,0,0,0,0,0
40,21,Female,Canada,English,2,"High School (studentereksamen, jedwede Hochschulreife, Bachillerato)",7,2,amplifier,nonpoliteness,4,2,non-competitive,functional,20,yes,1,0,1,0,0,0
41,25,Male,Bulgarian,Bulgarian,4,Bachelor,6,5,politeness,politeness,5,2,non-competitive,functional,1,no,0,0,0,1,1,2
41,25,Male,Bulgarian,Bulgarian,4,Bachelor,6,5,politeness,politeness,5,2,non-competitive,functional,2,no,0,0,0,1,0,1
41,25,Male,Bulgarian,Bulgarian,4,Bachelor,6,5,politeness,politeness,5,2,non-competitive,functional,3,no,1,0,1,0,1,1
41,25,Male,Bulgarian,Bulgarian,4,Bachelor,6,5,politeness,politeness,5,2,non-competitive,functional,4,yes,0,1,1,0,1,1
41,25,Male,Bulgarian,Bulgarian,4,Bachelor,6,5,politeness,politeness,5,2,non-competitive,functional,5,yes,1,0,1,0,0,0
41,25,Male,Bulgarian,Bulgarian,4,Bachelor,6,5,politeness,politeness,5,2,non-competitive,functional,6,yes,0,0,0,0,0,0
41,25,Male,Bulgarian,Bulgarian,4,Bachelor,6,5,politeness,politeness,5,2,non-competitive,functional,7,no,0,0,0,0,0,0
41,25,Male,Bulgarian,Bulgarian,4,Bachelor,6,5,politeness,politeness,5,2,non-competitive,functional,8,no,0,0,0,0,0,0
41,25,Male,Bulgarian,Bulgarian,4,Bachelor,6,5,politeness,politeness,5,2,non-competitive,functional,9,no,0,0,0,0,0,0
41,25,Male,Bulgarian,Bulgarian,4,Bachelor,6,5,politeness,politeness,5,2,non-competitive,functional,10,no,0,0,0,0,0,0
41,25,Male,Bulgarian,Bulgarian,4,Bachelor,6,5,politeness,politeness,5,2,non-competitive,functional,11,no,0,0,0,1,0,1
41,25,Male,Bulgarian,Bulgarian,4,Bachelor,6,5,politeness,politeness,5,2,non-competitive,functional,12,no,0,1,1,0,0,0
41,25,Male,Bulgarian,Bulgarian,4,Bachelor,6,5,politeness,politeness,5,2,non-competitive,functional,13,no,0,0,0,0,0,0
41,25,Male,Bulgarian,Bulgarian,4,Bachelor,6,5,politeness,politeness,5,2,non-competitive,functional,14,no,1,0,1,0,0,0
41,25,Male,Bulgarian,Bulgarian,4,Bachelor,6,5,politeness,politeness,5,2,non-competitive,functional,15,no,0,0,0,0,0,0
41,25,Male,Bulgarian,Bulgarian,4,Bachelor,6,5,politeness,politeness,5,2,non-competitive,functional,16,no,0,0,0,0,0,0
41,25,Male,Bulgarian,Bulgarian,4,Bachelor,6,5,politeness,politeness,5,2,non-competitive,functional,17,yes,1,0,1,0,1,1
41,25,Male,Bulgarian,Bulgarian,4,Bachelor,6,5,politeness,politeness,5,2,non-competitive,functional,18,yes,1,0,1,0,1,1
41,25,Male,Bulgarian,Bulgarian,4,Bachelor,6,5,politeness,politeness,5,2,non-competitive,functional,19,no,1,0,1,0,0,0
41,25,Male,Bulgarian,Bulgarian,4,Bachelor,6,5,politeness,politeness,5,2,non-competitive,functional,20,no,1,0,1,1,0,1
42,22,Male,British,English,2,Master,7,2,politeness,politeness,6,2,non-competitive,functional,1,no,0,0,0,0,0,0
42,22,Male,British,English,2,Master,7,2,politeness,politeness,6,2,non-competitive,functional,2,no,0,0,0,0,0,0
42,22,Male,British,English,2,Master,7,2,politeness,politeness,6,2,non-competitive,functional,3,no,0,0,0,0,0,0
42,22,Male,British,English,2,Master,7,2,politeness,politeness,6,2,non-competitive,functional,4,no,0,0,0,0,0,0
42,22,Male,British,English,2,Master,7,2,politeness,politeness,6,2,non-competitive,functional,5,no,0,0,0,0,0,0
42,22,Male,British,English,2,Master,7,2,politeness,politeness,6,2,non-competitive,functional,6,yes,0,0,0,0,1,1
42,22,Male,British,English,2,Master,7,2,politeness,politeness,6,2,non-competitive,functional,7,yes,1,0,1,0,0,0
42,22,Male,British,English,2,Master,7,2,politeness,politeness,6,2,non-competitive,functional,8,no,1,0,1,1,0,1
42,22,Male,British,English,2,Master,7,2,politeness,politeness,6,2,non-competitive,functional,9,yes,0,2,2,0,0,0
42,22,Male,British,English,2,Master,7,2,politeness,politeness,6,2,non-competitive,functional,10,no,0,0,0,0,0,0
42,22,Male,British,English,2,Master,7,2,politeness,politeness,6,2,non-competitive,functional,11,yes,1,0,1,0,1,1
42,22,Male,British,English,2,Master,7,2,politeness,politeness,6,2,non-competitive,functional,12,yes,0,1,1,0,1,1
42,22,Male,British,English,2,Master,7,2,politeness,politeness,6,2,non-competitive,functional,13,no,0,1,1,0,0,0
42,22,Male,British,English,2,Master,7,2,politeness,politeness,6,2,non-competitive,functional,14,no,1,1,2,0,0,0
42,22,Male,British,English,2,Master,7,2,politeness,politeness,6,2,non-competitive,functional,15,no,0,0,0,0,0,0
42,22,Male,British,English,2,Master,7,2,politeness,politeness,6,2,non-competitive,functional,16,no,0,0,0,0,0,0
42,22,Male,British,English,2,Master,7,2,politeness,politeness,6,2,non-competitive,functional,17,yes,2,0,2,0,0,0
42,22,Male,British,English,2,Master,7,2,politeness,politeness,6,2,non-competitive,functional,18,no,0,0,0,0,1,1
42,22,Male,British,English,2,Master,7,2,politeness,politeness,6,2,non-competitive,functional,19,yes,0,2,2,0,0,0
43,23,Female,Danish,Danish,3,"High School (studentereksamen, jedwede Hochschulreife, Bachillerato)",5,5,politeness,politeness,7,2,non-competitive,functional,1,yes,0,0,0,0,0,0
43,23,Female,Danish,Danish,3,"High School (studentereksamen, jedwede Hochschulreife, Bachillerato)",5,5,politeness,politeness,7,2,non-competitive,functional,2,yes,0,0,0,0,0,0
43,23,Female,Danish,Danish,3,"High School (studentereksamen, jedwede Hochschulreife, Bachillerato)",5,5,politeness,politeness,7,2,non-competitive,functional,3,yes,0,0,0,0,0,0
43,23,Female,Danish,Danish,3,"High School (studentereksamen, jedwede Hochschulreife, Bachillerato)",5,5,politeness,politeness,7,2,non-competitive,functional,4,yes,0,0,0,0,0,0
43,23,Female,Danish,Danish,3,"High School (studentereksamen, jedwede Hochschulreife, Bachillerato)",5,5,politeness,politeness,7,2,non-competitive,functional,5,yes,0,0,0,0,0,0
43,23,Female,Danish,Danish,3,"High School (studentereksamen, jedwede Hochschulreife, Bachillerato)",5,5,politeness,politeness,7,2,non-competitive,functional,6,yes,0,0,0,0,0,0
43,23,Female,Danish,Danish,3,"High School (studentereksamen, jedwede Hochschulreife, Bachillerato)",5,5,politeness,politeness,7,2,non-competitive,functional,7,yes,0,0,0,0,0,0
43,23,Female,Danish,Danish,3,"High School (studentereksamen, jedwede Hochschulreife, Bachillerato)",5,5,politeness,politeness,7,2,non-competitive,functional,8,yes,0,1,1,1,0,1
43,23,Female,Danish,Danish,3,"High School (studentereksamen, jedwede Hochschulreife, Bachillerato)",5,5,politeness,politeness,7,2,non-competitive,functional,9,yes,0,0,0,0,0,0
43,23,Female,Danish,Danish,3,"High School (studentereksamen, jedwede Hochschulreife, Bachillerato)",5,5,politeness,politeness,7,2,non-competitive,functional,10,yes,0,0,0,0,0,0
43,23,Female,Danish,Danish,3,"High School (studentereksamen, jedwede Hochschulreife, Bachillerato)",5,5,politeness,politeness,7,2,non-competitive,functional,11,yes,0,0,0,0,0,0
43,23,Female,Danish,Danish,3,"High School (studentereksamen, jedwede Hochschulreife, Bachillerato)",5,5,politeness,politeness,7,2,non-competitive,functional,12,yes,0,1,1,1,0,1
43,23,Female,Danish,Danish,3,"High School (studentereksamen, jedwede Hochschulreife, Bachillerato)",5,5,politeness,politeness,7,2,non-competitive,functional,13,yes,0,0,0,0,0,0
43,23,Female,Danish,Danish,3,"High School (studentereksamen, jedwede Hochschulreife, Bachillerato)",5,5,politeness,politeness,7,2,non-competitive,functional,14,yes,0,0,0,0,0,0
43,23,Female,Danish,Danish,3,"High School (studentereksamen, jedwede Hochschulreife, Bachillerato)",5,5,politeness,politeness,7,2,non-competitive,functional,15,yes,0,1,1,1,0,1
43,23,Female,Danish,Danish,3,"High School (studentereksamen, jedwede Hochschulreife, Bachillerato)",5,5,politeness,politeness,7,2,non-competitive,functional,16,yes,1,1,2,0,0,0
43,23,Female,Danish,Danish,3,"High School (studentereksamen, jedwede Hochschulreife, Bachillerato)",5,5,politeness,politeness,7,2,non-competitive,functional,17,yes,1,1,2,0,0,0
43,23,Female,Danish,Danish,3,"High School (studentereksamen, jedwede Hochschulreife, Bachillerato)",5,5,politeness,politeness,7,2,non-competitive,functional,18,yes,1,1,2,0,0,0
43,23,Female,Danish,Danish,3,"High School (studentereksamen, jedwede Hochschulreife, Bachillerato)",5,5,politeness,politeness,7,2,non-competitive,functional,19,yes,1,1,2,0,0,0
44,23,Male,Spanish,Spanish,4,Bachelor,6,1,politeness,politeness,8,2,competitive,functional,1,yes,0,0,0,0,0,0
44,23,Male,Spanish,Spanish,4,Bachelor,6,1,politeness,politeness,8,2,competitive,functional,2,yes,0,0,0,0,0,0
44,23,Male,Spanish,Spanish,4,Bachelor,6,1,politeness,politeness,8,2,competitive,functional,3,no,0,0,0,0,0,0
44,23,Male,Spanish,Spanish,4,Bachelor,6,1,politeness,politeness,8,2,competitive,functional,4,no,0,0,0,0,0,0
44,23,Male,Spanish,Spanish,4,Bachelor,6,1,politeness,politeness,8,2,competitive,functional,5,no,0,0,0,0,0,0
44,23,Male,Spanish,Spanish,4,Bachelor,6,1,politeness,politeness,8,2,competitive,functional,6,no,0,0,0,0,0,0
44,23,Male,Spanish,Spanish,4,Bachelor,6,1,politeness,politeness,8,2,competitive,functional,7,no,0,0,0,0,0,0
44,23,Male,Spanish,Spanish,4,Bachelor,6,1,politeness,politeness,8,2,competitive,functional,8,no,0,0,0,0,0,0
44,23,Male,Spanish,Spanish,4,Bachelor,6,1,politeness,politeness,8,2,competitive,functional,9,no,0,0,0,0,0,0
44,23,Male,Spanish,Spanish,4,Bachelor,6,1,politeness,politeness,8,2,competitive,functional,10,no,0,0,0,0,0,0
44,23,Male,Spanish,Spanish,4,Bachelor,6,1,politeness,politeness,8,2,competitive,functional,11,no,0,0,0,0,0,0
44,23,Male,Spanish,Spanish,4,Bachelor,6,1,politeness,politeness,8,2,competitive,functional,12,no,0,0,0,0,0,0
44,23,Male,Spanish,Spanish,4,Bachelor,6,1,politeness,politeness,8,2,competitive,functional,13,no,0,0,0,0,0,0
44,23,Male,Spanish,Spanish,4,Bachelor,6,1,politeness,politeness,8,2,competitive,functional,14,no,0,1,1,0,0,0
44,23,Male,Spanish,Spanish,4,Bachelor,6,1,politeness,politeness,8,2,competitive,functional,15,yes,0,0,0,0,0,0
44,23,Male,Spanish,Spanish,4,Bachelor,6,1,politeness,politeness,8,2,competitive,functional,16,no,0,0,0,1,0,1
44,23,Male,Spanish,Spanish,4,Bachelor,6,1,politeness,politeness,8,2,competitive,functional,17,no,0,0,0,0,0,0
44,23,Male,Spanish,Spanish,4,Bachelor,6,1,politeness,politeness,8,2,competitive,functional,18,no,0,0,0,0,0,0
44,23,Male,Spanish,Spanish,4,Bachelor,6,1,politeness,politeness,8,2,competitive,functional,19,yes,0,0,0,0,0,0
44,23,Male,Spanish,Spanish,4,Bachelor,6,1,politeness,politeness,8,2,competitive,functional,20,yes,0,0,0,0,0,0
45,22,Female,Chinese,Mandarin,4,Master,6,6,politeness,politeness,9,2,competitive,nonfunctional,1,no,0,0,0,0,0,0
45,22,Female,Chinese,Mandarin,4,Master,6,6,amplifier,nonpoliteness,9,2,competitive,nonfunctional,2,no,0,0,0,0,0,0
45,22,Female,Chinese,Mandarin,4,Master,6,6,amplifier,nonpoliteness,9,2,competitive,nonfunctional,4,no,0,1,1,1,0,1
45,22,Female,Chinese,Mandarin,4,Master,6,6,amplifier,nonpoliteness,9,2,competitive,nonfunctional,5,yes,0,0,0,0,0,0
45,22,Female,Chinese,Mandarin,4,Master,6,6,amplifier,nonpoliteness,9,2,competitive,nonfunctional,6,yes,1,0,1,0,0,0
45,22,Female,Chinese,Mandarin,4,Master,6,6,amplifier,nonpoliteness,9,2,competitive,nonfunctional,7,no,0,0,0,0,0,0
45,22,Female,Chinese,Mandarin,4,Master,6,6,amplifier,nonpoliteness,9,2,competitive,nonfunctional,8,no,0,0,0,1,0,1
45,22,Female,Chinese,Mandarin,4,Master,6,6,amplifier,nonpoliteness,9,2,competitive,nonfunctional,9,no,0,0,0,1,0,1
45,22,Female,Chinese,Mandarin,4,Master,6,6,amplifier,nonpoliteness,9,2,competitive,nonfunctional,10,no,0,0,0,1,0,1
45,22,Female,Chinese,Mandarin,4,Master,6,6,amplifier,nonpoliteness,9,2,competitive,nonfunctional,11,no,0,0,0,1,0,1
45,22,Female,Chinese,Mandarin,4,Master,6,6,amplifier,nonpoliteness,9,2,competitive,nonfunctional,12,yes,0,0,0,0,0,0
45,22,Female,Chinese,Mandarin,4,Master,6,6,amplifier,nonpoliteness,9,2,competitive,nonfunctional,13,no,0,0,0,0,0,0
45,22,Female,Chinese,Mandarin,4,Master,6,6,amplifier,nonpoliteness,9,2,competitive,nonfunctional,14,no,0,0,0,0,0,0
45,22,Female,Chinese,Mandarin,4,Master,6,6,amplifier,nonpoliteness,9,2,competitive,nonfunctional,15,no,0,0,0,0,0,0
45,22,Female,Chinese,Mandarin,4,Master,6,6,amplifier,nonpoliteness,9,2,competitive,nonfunctional,16,no,0,0,0,1,0,1
45,22,Female,Chinese,Mandarin,4,Master,6,6,amplifier,nonpoliteness,9,2,competitive,nonfunctional,17,no,0,0,0,0,0,0
45,22,Female,Chinese,Mandarin,4,Master,6,6,amplifier,nonpoliteness,9,2,competitive,nonfunctional,18,no,0,0,0,0,0,0
45,22,Female,Chinese,Mandarin,4,Master,6,6,amplifier,nonpoliteness,9,2,competitive,nonfunctional,19,no,0,0,0,0,0,0
45,22,Female,Chinese,Mandarin,4,Master,6,6,amplifier,nonpoliteness,9,2,competitive,nonfunctional,20,no,0,0,0,2,0,2
46,34,Female,Danish,Danish,7,Master,5,6,politeness,politeness,10,2,competitive,nonfunctional,1,no,0,0,0,0,0,0
46,34,Female,Danish,Danish,7,Master,5,6,politeness,politeness,10,2,competitive,nonfunctional,2,yes,0,0,0,0,0,0
46,34,Female,Danish,Danish,7,Master,5,6,politeness,politeness,10,2,competitive,nonfunctional,3,no,0,0,0,0,0,0
46,34,Female,Danish,Danish,7,Master,5,6,politeness,politeness,10,2,competitive,nonfunctional,4,no,0,0,0,0,0,0
46,34,Female,Danish,Danish,7,Master,5,6,politeness,politeness,10,2,competitive,nonfunctional,5,yes,0,1,1,0,0,0
46,34,Female,Danish,Danish,7,Master,5,6,politeness,politeness,10,2,competitive,nonfunctional,6,no,0,0,0,0,2,2
46,34,Female,Danish,Danish,7,Master,5,6,politeness,politeness,10,2,competitive,nonfunctional,7,no,0,0,0,1,0,1
46,34,Female,Danish,Danish,7,Master,5,6,politeness,politeness,10,2,competitive,nonfunctional,8,yes,0,1,1,0,0,0
46,34,Female,Danish,Danish,7,Master,5,6,politeness,politeness,10,2,competitive,nonfunctional,9,yes,0,1,1,0,0,0
46,34,Female,Danish,Danish,7,Master,5,6,politeness,politeness,10,2,competitive,nonfunctional,10,no,0,1,1,0,0,0
46,34,Female,Danish,Danish,7,Master,5,6,politeness,politeness,10,2,competitive,nonfunctional,11,no,0,0,0,1,1,2
46,34,Female,Danish,Danish,7,Master,5,6,politeness,politeness,10,2,competitive,nonfunctional,12,no,1,0,1,0,0,0
46,34,Female,Danish,Danish,7,Master,5,6,politeness,politeness,10,2,competitive,nonfunctional,13,no,0,1,1,0,0,0
46,34,Female,Danish,Danish,7,Master,5,6,politeness,politeness,10,2,competitive,nonfunctional,14,no,1,0,1,0,0,0
46,34,Female,Danish,Danish,7,Master,5,6,politeness,politeness,10,2,competitive,nonfunctional,15,no,0,0,0,1,1,2
46,34,Female,Danish,Danish,7,Master,5,6,politeness,politeness,10,2,competitive,nonfunctional,16,yes,1,0,1,0,0,0
46,34,Female,Danish,Danish,7,Master,5,6,politeness,politeness,10,2,competitive,nonfunctional,17,no,0,1,1,0,0,0
46,34,Female,Danish,Danish,7,Master,5,6,politeness,politeness,10,2,competitive,nonfunctional,18,no,0,0,0,1,0,1
46,34,Female,Danish,Danish,7,Master,5,6,politeness,politeness,10,2,competitive,nonfunctional,19,no,0,0,0,1,0,1
46,34,Female,Danish,Danish,7,Master,5,6,politeness,politeness,10,2,competitive,nonfunctional,20,yes,1,0,1,0,0,0
47,24,Male,Danish,Danish,2,Bachelor,6,4,politeness,politeness,11,2,competitive,nonfunctional,3,no,0,0,0,0,0,0
47,24,Male,Danish,Danish,2,Bachelor,6,4,politeness,politeness,11,2,competitive,nonfunctional,5,no,0,0,0,0,0,0
47,24,Male,Danish,Danish,2,Bachelor,6,4,politeness,politeness,11,2,competitive,nonfunctional,6,no,2,0,2,0,0,0
47,24,Male,Danish,Danish,2,Bachelor,6,4,politeness,politeness,11,2,competitive,nonfunctional,8,yes,0,0,0,0,0,0
47,24,Male,Danish,Danish,2,Bachelor,6,4,politeness,politeness,11,2,competitive,nonfunctional,9,no,0,0,0,0,0,0
47,24,Male,Danish,Danish,2,Bachelor,6,4,politeness,politeness,11,2,competitive,nonfunctional,10,yes,0,0,0,0,0,0
47,24,Male,Danish,Danish,2,Bachelor,6,4,politeness,politeness,11,2,competitive,nonfunctional,11,no,0,0,0,0,0,0
47,24,Male,Danish,Danish,2,Bachelor,6,4,politeness,politeness,11,2,competitive,nonfunctional,13,yes,0,2,2,0,0,0
47,24,Male,Danish,Danish,2,Bachelor,6,4,politeness,politeness,11,2,competitive,nonfunctional,16,yes,0,0,0,0,0,0
47,24,Male,Danish,Danish,2,Bachelor,6,4,politeness,politeness,11,2,competitive,nonfunctional,17,no,0,0,0,0,0,0
47,24,Male,Danish,Danish,2,Bachelor,6,4,politeness,politeness,11,2,competitive,nonfunctional,20,no,0,0,0,0,0,0
48,25,Female,Czech,Czech,4,Bachelor,6,3,amplifier,nonpoliteness,12,2,non-competitive,nonfunctional,1,no,0,0,0,0,0,0
48,25,Female,Czech,Czech,4,Bachelor,6,3,amplifier,nonpoliteness,12,2,non-competitive,nonfunctional,2,no,0,0,0,0,0,0
48,25,Female,Czech,Czech,4,Bachelor,6,3,amplifier,nonpoliteness,12,2,non-competitive,nonfunctional,3,no,0,0,0,0,0,0
48,25,Female,Czech,Czech,4,Bachelor,6,3,amplifier,nonpoliteness,12,2,non-competitive,nonfunctional,4,no,0,0,0,0,0,0
48,25,Female,Czech,Czech,4,Bachelor,6,3,amplifier,nonpoliteness,12,2,non-competitive,nonfunctional,5,no,0,0,0,0,0,0
48,25,Female,Czech,Czech,4,Bachelor,6,3,amplifier,nonpoliteness,12,2,non-competitive,nonfunctional,6,no,0,0,0,0,0,0
48,25,Female,Czech,Czech,4,Bachelor,6,3,amplifier,nonpoliteness,12,2,non-competitive,nonfunctional,7,no,0,0,0,0,0,0
48,25,Female,Czech,Czech,4,Bachelor,6,3,amplifier,nonpoliteness,12,2,non-competitive,nonfunctional,8,no,0,0,0,0,0,0
48,25,Female,Czech,Czech,4,Bachelor,6,3,amplifier,nonpoliteness,12,2,non-competitive,nonfunctional,9,no,0,0,0,0,0,0
48,25,Female,Czech,Czech,4,Bachelor,6,3,amplifier,nonpoliteness,12,2,non-competitive,nonfunctional,10,no,0,0,0,0,0,0
48,25,Female,Czech,Czech,4,Bachelor,6,3,amplifier,nonpoliteness,12,2,non-competitive,nonfunctional,11,no,0,0,0,0,0,0
48,25,Female,Czech,Czech,4,Bachelor,6,3,amplifier,nonpoliteness,12,2,non-competitive,nonfunctional,12,no,0,0,0,0,0,0
48,25,Female,Czech,Czech,4,Bachelor,6,3,amplifier,nonpoliteness,12,2,non-competitive,nonfunctional,13,no,0,0,0,0,0,0
